city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Mexico City,19.4333,-99.1333,Mexico,MX,Ciudad de México,primary,20996000,8918653
Guadalajara,20.6767,-103.3475,Mexico,MX,Jalisco,admin,5253000,1460148
Monterrey,25.6667,-100.3000,Mexico,MX,Nuevo León,admin,4295000,1109171
Tijuana,32.5250,-117.0333,Mexico,MX,Baja California,minor,2384609,1902385
Ecatepec,19.6097,-99.0600,Mexico,MX,México,minor,1656107,1656107
Puebla,19.0333,-98.1833,Mexico,MX,Puebla,admin,1576259,1576259
León de los Aldama,21.1167,-101.6833,Mexico,MX,Guanajuato,minor,1454793,1238496
Juárez,31.7386,-106.4870,Mexico,MX,Chihuahua,minor,1321004,1321004
Zapopan,20.7167,-103.4000,Mexico,MX,Jalisco,minor,1155790,1155790
Nezahualcóyotl,19.4000,-98.9889,Mexico,MX,México,minor,1110565,1110565
Ciudad Nezahualcóyotl,19.4100,-99.0300,Mexico,MX,México,,1109363,750000
Mexicali,32.6633,-115.4678,Mexico,MX,Baja California,admin,1102342,1032686
Aguascalientes,21.8760,-102.2960,Mexico,MX,Aguascalientes,admin,934424,934424
Mérida,20.9700,-89.6200,Mexico,MX,Yucatán,admin,892363,892363
Chihuahua,28.6353,-106.0889,Mexico,MX,Chihuahua,admin,878062,878062
Naucalpan de Juárez,19.4753,-99.2378,Mexico,MX,México,minor,833779,833779
San Luis Potosí,22.1511,-100.9761,Mexico,MX,San Luis Potosí,admin,824229,772828
Toluca,19.2925,-99.6569,Mexico,MX,México,admin,819561,747512
Hermosillo,29.0989,-110.9542,Mexico,MX,Sonora,admin,812229,812229
Saltillo,25.4333,-101.0000,Mexico,MX,Coahuila de Zaragoza,admin,807537,807537
Querétaro,20.5875,-100.3928,Mexico,MX,Querétaro,admin,804663,626495
Culiacán,24.8069,-107.3939,Mexico,MX,Sinaloa,admin,785800,785800
Morelia,19.7683,-101.1894,Mexico,MX,Michoacán de Ocampo,,784776,784776
Tlalnepantla,19.5367,-99.1947,Mexico,MX,México,minor,750224,653410
Cancún,21.1606,-86.8475,Mexico,MX,Quintana Roo,minor,743626,743626
Tlajomulco de Zúñiga,20.4736,-103.4431,Mexico,MX,Jalisco,minor,727750,727750
Reynosa,26.0922,-98.2778,Mexico,MX,Tamaulipas,minor,725793,612183
Guadalupe,25.6775,-100.2597,Mexico,MX,Nuevo León,minor,691931,691931
Acapulco de Juárez,16.8636,-99.8825,Mexico,MX,Guerrero,minor,687608,673478
Torreón,25.5394,-103.4486,Mexico,MX,Coahuila de Zaragoza,minor,679288,679288
Durango,24.0167,-104.6667,Mexico,MX,Durango,admin,654876,654876
Villahermosa,17.9892,-92.9281,Mexico,MX,Tabasco,admin,640359,640359
Chimalhuacán,19.4167,-98.9000,Mexico,MX,México,minor,614453,614453
Tuxtla,16.7528,-93.1167,Mexico,MX,Chiapas,admin,598710,598710
Tlaquepaque,20.6167,-103.3167,Mexico,MX,Jalisco,minor,575942,575942
Veracruz,19.1903,-96.1533,Mexico,MX,Veracruz,minor,552156,428323
Xalapa,19.5400,-96.9275,Mexico,MX,Veracruz,admin,525147,424755
Ciudad Apodaca,25.7833,-100.1833,Mexico,MX,Nuevo León,minor,523370,523370
Ensenada,31.8578,-116.6058,Mexico,MX,Baja California,minor,522768,522768
Heroica Matamoros,25.8797,-97.5042,Mexico,MX,Tamaulipas,minor,520367,520367
Cuautitlán Izcalli,19.6500,-99.2500,Mexico,MX,México,minor,511675,511675
Mazatlán,23.2200,-106.4200,Mexico,MX,Sinaloa,minor,502547,502547
Mazatán,29.0167,-110.1333,Mexico,MX,Sonora,minor,500000,438434
Ixtapaluca,19.3186,-98.8822,Mexico,MX,México,minor,495563,495563
Ciudad López Mateos,19.5500,-99.2833,Mexico,MX,México,minor,489937,489937
Tultitlán de Mariano Escobedo,19.6450,-99.1694,Mexico,MX,México,minor,486998,486998
San Nicolás de los Garza,25.7500,-100.2833,Mexico,MX,Nuevo León,minor,476761,443273
Celaya,20.5222,-100.8122,Mexico,MX,Guanajuato,minor,468469,468469
Ciudad Obregón,27.4939,-109.9389,Mexico,MX,Sonora,minor,405000,386966
Irapuato,20.6667,-101.3500,Mexico,MX,Guanajuato,minor,380941,380941
Tonalá,20.6167,-103.2333,Mexico,MX,Jalisco,minor,374258,374258
Nuevo Laredo,27.4861,-99.5069,Mexico,MX,Tamaulipas,minor,373725,373725
Nicolás Romero,19.5833,-99.3667,Mexico,MX,México,minor,366602,366602
Cuernavaca,18.9186,-99.2342,Mexico,MX,Morelos,admin,366321,338650
Tecámac,19.7131,-98.9683,Mexico,MX,México,minor,364579,364579
Ciudad General Escobedo,25.7933,-100.1583,Mexico,MX,Nuevo León,minor,363436,299364
Minatitlán,17.9833,-94.5500,Mexico,MX,Veracruz,minor,356020,356020
Tepic,21.5083,-104.8931,Mexico,MX,Nayarit,admin,332863,332863
Gómez Palacio,25.5611,-103.4983,Mexico,MX,Durango,minor,327985,327985
Tapachula,14.9000,-92.2667,Mexico,MX,Chiapas,minor,320451,320451
Coatzacoalcos,18.1500,-94.4333,Mexico,MX,Veracruz,minor,319187,319187
Uruapan,19.4208,-102.0628,Mexico,MX,Michoacán de Ocampo,minor,315350,315350
Tampico,22.2553,-97.8686,Mexico,MX,Tamaulipas,minor,314418,314418
Chalco,19.2647,-98.8975,Mexico,MX,México,minor,310130,310130
Ciudad Victoria,23.7333,-99.1333,Mexico,MX,Tamaulipas,admin,305155,305155
Oaxaca,17.0833,-96.7500,Mexico,MX,Oaxaca,admin,300050,300050
Coacalco,19.6333,-99.0931,Mexico,MX,México,minor,278064,278064
Pachuca,20.1000,-98.7500,Mexico,MX,Hidalgo,admin,277375,277375
Tehuacán,18.4617,-97.3928,Mexico,MX,Puebla,minor,274906,274906
Salamanca,20.5703,-101.1972,Mexico,MX,Guanajuato,minor,260759,260759
Ciudad Benito Juárez,25.6500,-100.0833,Mexico,MX,Nuevo León,minor,260683,260683
Ciudad Santa Catarina,25.6833,-100.4500,Mexico,MX,Nuevo León,minor,259896,259896
Texcoco,19.5200,-98.8800,Mexico,MX,México,minor,259308,105165
Los Mochis,25.7835,-108.9937,Mexico,MX,Sinaloa,minor,256613,256613
Playa del Carmen,20.6275,-87.0811,Mexico,MX,Quintana Roo,minor,252087,252087
La Paz,24.1422,-110.3108,Mexico,MX,Baja California Sur,admin,244219,244219
San Juan del Río,20.3833,-99.9833,Mexico,MX,Querétaro,minor,241699,241699
Monclova,26.9103,-101.4222,Mexico,MX,Coahuila de Zaragoza,minor,231107,216206
Puerto Vallarta,20.6667,-105.2667,Mexico,MX,Jalisco,minor,221200,203342
Campeche,19.8500,-90.5306,Mexico,MX,Campeche,admin,220389,220389
Heroica Nogales,31.3186,-110.9458,Mexico,MX,Sonora,minor,220292,220292
Córdoba,18.8942,-96.9347,Mexico,MX,Veracruz,minor,218153,218153
Ciudad Acuña,29.3242,-100.9317,Mexico,MX,Coahuila de Zaragoza,minor,216099,144669
Soledad de Graciano Sánchez,22.1833,-100.9333,Mexico,MX,San Luis Potosí,minor,215968,215968
Guadalupe,22.7528,-102.5078,Mexico,MX,Zacatecas,minor,215000,215000
Ciudad Madero,22.2500,-97.8333,Mexico,MX,Tamaulipas,minor,209175,197216
Buenavista,19.6083,-99.1694,Mexico,MX,México,,206081,206081
Metepec,19.2511,-99.6047,Mexico,MX,Morelos,minor,206005,206005
Poza Rica de Hidalgo,20.5333,-97.4500,Mexico,MX,Veracruz,minor,200119,200119
Cholula de Rivadabia,19.0633,-98.3064,Mexico,MX,Puebla,,193554,129032
San Luis Río Colorado,32.4767,-114.7625,Mexico,MX,Sonora,minor,192739,192739
San Pablo de las Salinas,19.6656,-99.0917,Mexico,MX,México,,189453,189453
Chilpancingo,17.5500,-99.5000,Mexico,MX,Guerrero,admin,187251,187251
Manzanillo,19.0522,-104.3158,Mexico,MX,Colima,minor,184541,184541
Ciudad Valles,21.9833,-99.0167,Mexico,MX,San Luis Potosí,minor,176935,176935
Cuautla,18.8167,-98.9500,Mexico,MX,Morelos,minor,175208,175208
Chicoloapan,19.4167,-98.9000,Mexico,MX,México,minor,175053,175053
Guanajuato,21.0178,-101.2567,Mexico,MX,Guanajuato,admin,171709,72237
Comitán,16.2511,-92.1342,Mexico,MX,Chiapas,minor,170000,170000
Ciudad del Carmen,18.6333,-91.8333,Mexico,MX,Campeche,minor,169466,169466
Cuauhtémoc,28.4050,-106.8667,Mexico,MX,Chihuahua,minor,168482,168482
Lagos de Moreno,21.3564,-101.9292,Mexico,MX,Jalisco,minor,164981,164981
Piedras Negras,28.7000,-100.5231,Mexico,MX,Coahuila de Zaragoza,minor,163595,139169
San Cristóbal,16.7367,-92.6383,Mexico,MX,Chiapas,minor,158027,158027
Navojoa,27.0813,-109.4461,Mexico,MX,Sonora,minor,157729,157729
Jiutepec,18.8833,-99.1667,Mexico,MX,Morelos,minor,153704,153704
Papantla de Olarte,20.4478,-97.3200,Mexico,MX,Veracruz,minor,152863,152863
San Martin Texmelucan de Labastida,19.2833,-98.4333,Mexico,MX,Puebla,minor,152051,152051
Tulancingo,20.0833,-98.3667,Mexico,MX,Hidalgo,minor,151582,151582
Chetumal,18.5036,-88.3053,Mexico,MX,Quintana Roo,admin,151243,151243
Dolores Hidalgo Cuna de la Independencia Nacional,21.1516,-100.9369,Mexico,MX,Guanajuato,minor,148173,148173
Delicias,28.1931,-105.4717,Mexico,MX,Chihuahua,minor,148045,148045
Silao,20.9478,-101.4281,Mexico,MX,Guanajuato,minor,147123,74242
García,25.8167,-100.5833,Mexico,MX,Nuevo León,minor,145867,145867
Tuxtepec,18.1000,-96.1167,Mexico,MX,Oaxaca,,144555,144555
Túxpam de Rodríguez Cano,20.9500,-97.4000,Mexico,MX,Veracruz,minor,143362,143362
Zamora,19.9833,-102.2833,Mexico,MX,Michoacán de Ocampo,,141627,141627
Tepatitlán de Morelos,20.8170,-102.7330,Mexico,MX,Jalisco,minor,141322,141322
Valle de Santiago,20.3928,-101.1969,Mexico,MX,Guanajuato,minor,141058,141058
Kanasín,20.9344,-89.5578,Mexico,MX,Yucatán,minor,139753,139753
San Miguel de Allende,20.9142,-100.7436,Mexico,MX,Guanajuato,minor,139297,139297
Zacatecas,22.7736,-102.5736,Mexico,MX,Zacatecas,admin,138152,138152
Boca del Rio,19.1056,-96.1078,Mexico,MX,Veracruz,minor,138058,138058
Colima,19.2433,-103.7247,Mexico,MX,Colima,admin,137383,137383
Zinacantepec,19.2833,-99.7333,Mexico,MX,México,minor,136167,136167
Santa María Texmelucan,19.2833,-98.4333,Mexico,MX,Puebla,,135500,75518
Heroica Guaymas,27.9183,-110.8989,Mexico,MX,Sonora,minor,134153,113082
Apatzingan de la Constitucion,19.0886,-102.3508,Mexico,MX,Michoacán de Ocampo,,128250,128250
Ixtlahuaca,19.5689,-99.7669,Mexico,MX,México,minor,126505,126505
Ciudad de Atlixco,18.9000,-98.4500,Mexico,MX,Puebla,minor,125000,86690
Ciudad Hidalgo,19.6923,-100.5574,Mexico,MX,Michoacán de Ocampo,minor,122619,122619
San Pedro Garza García,25.6667,-100.3000,Mexico,MX,Nuevo León,minor,122009,122009
Chilapa de Álvarez,17.5944,-99.1778,Mexico,MX,Guerrero,minor,120790,120790
Miramar,22.3375,-97.8694,Mexico,MX,Tamaulipas,,118614,118614
Villa de Álvarez,19.2500,-103.7333,Mexico,MX,Colima,minor,117600,117600
Orizaba,18.8500,-97.1000,Mexico,MX,Veracruz,minor,117273,117273
Temixco,18.8500,-99.2333,Mexico,MX,Morelos,minor,116143,116143
Huejutla de Reyes,21.1333,-98.4167,Mexico,MX,Hidalgo,,115786,115786
Las Delicias,28.2000,-105.5000,Mexico,MX,Chihuahua,,114783,102969
San Francisco del Rincón,21.0228,-101.8600,Mexico,MX,Guanajuato,minor,113570,71139
Tecomán,18.9089,-103.8747,Mexico,MX,Colima,minor,112726,112726
Ciudad Mante,22.7333,-98.9500,Mexico,MX,Tamaulipas,minor,112061,84787
Fresnillo,23.1750,-102.8675,Mexico,MX,Zacatecas,minor,110892,110892
San Antonio Enchisi,19.7072,-99.7867,Mexico,MX,México,,110560,110560
Martínez de la Torre,20.0667,-97.0500,Mexico,MX,Veracruz,minor,110415,110415
Iguala de la Independencia,18.3500,-99.5333,Mexico,MX,Guerrero,minor,110390,110390
Cuautitlán,19.6833,-99.1833,Mexico,MX,México,minor,110385,110385
Parral,26.9333,-105.6667,Mexico,MX,Chihuahua,minor,109510,104836
Escuintla,15.3194,-92.6583,Mexico,MX,Chiapas,minor,107638,8989
San Felipe,21.4833,-101.2167,Mexico,MX,Guanajuato,minor,106952,38589
Lerma,19.2847,-99.5119,Mexico,MX,México,minor,105578,105578
Zihuatanejo,17.6444,-101.5511,Mexico,MX,Guerrero,minor,104609,67408
Tula de Allende,20.0500,-99.3500,Mexico,MX,Hidalgo,,103919,103919
Ciudad Río Bravo,25.9861,-98.0889,Mexico,MX,Tamaulipas,minor,101481,101481
San Luis de la Paz,21.3000,-100.5167,Mexico,MX,Guanajuato,minor,101370,101370
Jilotepec,19.9519,-99.5328,Mexico,MX,México,minor,100808,87927
Tizayuca,19.8333,-98.9833,Mexico,MX,Morelos,minor,100563,100563
San Felipe del Progreso,19.7125,-99.9511,Mexico,MX,México,minor,100201,100201
La Piedad,20.3333,-102.0167,Mexico,MX,Michoacán de Ocampo,minor,99837,99837
Taxco de Alarcón,18.5564,-99.6050,Mexico,MX,Guerrero,minor,98854,52217
Huauchinango,20.1767,-98.0528,Mexico,MX,Puebla,minor,97753,97753
Santa Cruz Xoxocotlán,17.0264,-96.7333,Mexico,MX,Oaxaca,,93188,93188
San José del Cabo,23.0614,-109.7081,Mexico,MX,Baja California Sur,minor,93069,69788
Teziutlan,19.8178,-97.3667,Mexico,MX,Puebla,,92170,92170
Coatepec,19.4553,-96.9586,Mexico,MX,Veracruz,minor,92127,92127
Tultepec,19.6850,-99.1281,Mexico,MX,México,minor,91808,91808
Tenancingo,18.9608,-99.5906,Mexico,MX,México,minor,90946,90946
Playas de Rosarito,32.3500,-117.0500,Mexico,MX,Baja California,minor,90668,90668
Paraíso,18.3961,-93.2128,Mexico,MX,Tabasco,minor,86632,86632
Cadereyta Jiménez,25.6000,-100.0000,Mexico,MX,Nuevo León,minor,86445,86445
Santa Rosa Jauregui,20.7418,-100.4473,Mexico,MX,Querétaro,,86376,86376
Guasavito,25.5655,-108.4718,Mexico,MX,Sinaloa,,86361,86361
Acayucan,17.9422,-94.9103,Mexico,MX,Veracruz,minor,83817,83817
Jalpa de Méndez,18.1764,-93.0631,Mexico,MX,Tabasco,minor,83356,83356
Nacajuca,18.1692,-93.0197,Mexico,MX,Tabasco,minor,83356,83356
Apizaco,19.4167,-98.1333,Mexico,MX,Tlaxcala,minor,81565,81565
Cunduacán,18.0667,-93.1667,Mexico,MX,Tabasco,minor,81392,81392
Cabo San Lucas,22.8897,-109.9156,Mexico,MX,Baja California Sur,,81111,68463
Salina Cruz,16.1671,-95.2000,Mexico,MX,Oaxaca,,81063,73648
Tepeji del Río de Ocampo,19.9039,-99.3414,Mexico,MX,Hidalgo,,80612,34151
Tala,20.6525,-103.7028,Mexico,MX,Jalisco,minor,80365,80365
Cárdenas,17.9830,-93.3670,Mexico,MX,Tabasco,minor,79875,79875
Pátzcuaro,19.5164,-101.6097,Mexico,MX,Michoacán de Ocampo,minor,79868,79868
Ciudad Lerdo,25.5500,-103.5167,Mexico,MX,Durango,minor,79669,79669
Ciudad Lázaro Cárdenas,17.9561,-102.1922,Mexico,MX,Michoacán de Ocampo,,79200,79200
Agua Prieta,31.3258,-109.5489,Mexico,MX,Sonora,minor,79138,77254
Sahuayo de Morelos,20.0575,-102.7239,Mexico,MX,Michoacán de Ocampo,,78477,78477
Villa Victoria,19.4333,-100.0000,Mexico,MX,México,minor,77819,77819
Temoaya,19.4686,-99.5933,Mexico,MX,Morelos,minor,77714,77714
Ciudad de Huajuapam de León,17.8039,-97.7758,Mexico,MX,Oaxaca,minor,77547,77547
Cozumel,20.5104,-86.9493,Mexico,MX,Quintana Roo,minor,77236,77236
Tacámbaro de Codallos,19.2356,-101.4569,Mexico,MX,Michoacán de Ocampo,minor,76661,76661
Zacatlán,19.9319,-97.9600,Mexico,MX,Puebla,minor,76296,33736
Valle Alto,25.5667,-100.2500,Mexico,MX,Nuevo León,,75000,75000
Juchitán de Zaragoza,16.4333,-95.0194,Mexico,MX,Oaxaca,minor,74825,74825
Fuentes del Valle,19.6325,-99.1386,Mexico,MX,México,,74087,74087
Ixmiquilpan,20.4861,-99.2589,Mexico,MX,Hidalgo,minor,73903,73903
Tamazunchale,21.2667,-98.7833,Mexico,MX,San Luis Potosí,minor,72685,21532
Guamúchil,25.4639,-108.0794,Mexico,MX,Sinaloa,minor,72500,63743
Guasave,25.5744,-108.4706,Mexico,MX,Sinaloa,minor,71196,71196
Tejupilco,18.9058,-100.1528,Mexico,MX,México,minor,71077,71077
Frontera,26.9260,-101.4490,Mexico,MX,Coahuila de Zaragoza,minor,70160,70160
Jacona de Plancarte,19.9500,-102.3167,Mexico,MX,México,,69744,69744
San Juan de los Lagos,21.2458,-102.3308,Mexico,MX,Jalisco,minor,69725,69725
Rioverde,21.9300,-99.9800,Mexico,MX,San Luis Potosí,minor,69613,48854
Purísima de Bustos,21.0333,-101.8667,Mexico,MX,Guanajuato,minor,68795,68795
Valle Hermoso,25.6736,-97.8144,Mexico,MX,Tamaulipas,minor,68573,68573
Zapotlanejo,20.6228,-103.0689,Mexico,MX,Jalisco,minor,68519,68519
Tepotzotlán,19.7161,-99.2236,Mexico,MX,México,minor,67724,67724
Matehuala,23.6528,-100.6444,Mexico,MX,San Luis Potosí,minor,67717,59532
Comonfort,20.7167,-100.7667,Mexico,MX,Guanajuato,minor,67642,67642
Santa Catarina Otzolotepec,18.5667,-97.2500,Mexico,MX,Puebla,,67611,67611
Juventino Rosas,20.6500,-101.0000,Mexico,MX,Guanajuato,minor,65479,65479
Jiquílpan de Juárez,19.9942,-102.7172,Mexico,MX,México,minor,65000,65000
Tecate,32.5667,-116.6331,Mexico,MX,Baja California,minor,64764,64764
Santo Domingo Tehuantepec,16.3184,-95.2478,Mexico,MX,Oaxaca,minor,64639,64639
Apaseo el Alto,20.4500,-100.6167,Mexico,MX,Guanajuato,minor,64443,64443
Santiago Tianguistenco,19.1797,-99.4706,Mexico,MX,México,minor,64365,64365
Misantla,19.9333,-96.8500,Mexico,MX,Veracruz,minor,64249,64249
Colonia del Sol,22.9125,-109.9208,Mexico,MX,Baja California Sur,,64055,48032
Sabinas,27.8600,-101.1200,Mexico,MX,Coahuila de Zaragoza,minor,63522,63522
San Juan de Sabinas,27.9167,-101.3000,Mexico,MX,Coahuila de Zaragoza,minor,63522,63522
Teoloyucan,19.7442,-99.1811,Mexico,MX,México,minor,63115,41333
Linares,24.8597,-99.5679,Mexico,MX,Nuevo León,minor,63104,63104
Puerto Peñasco,31.3167,-113.5369,Mexico,MX,Sonora,minor,62177,56756
Ocoyoacac,19.2739,-99.4606,Mexico,MX,Morelos,minor,61805,61805
Valle de Bravo,19.1925,-100.1306,Mexico,MX,México,minor,61559,61559
Montemorelos,25.1872,-99.8267,Mexico,MX,Nuevo León,minor,60829,45108
Huatusco,19.1489,-96.9661,Mexico,MX,Veracruz,minor,60674,60674
Autlán de Navarro,19.7667,-104.3667,Mexico,MX,Jalisco,minor,60572,60572
Amozoc,19.0333,-98.0500,Mexico,MX,Puebla,minor,60517,60517
Heroica Caborca,30.7167,-112.1500,Mexico,MX,Sonora,minor,59922,59922
Huehuetoca,19.8342,-99.2033,Mexico,MX,México,minor,59721,59721
Altamira,22.3375,-97.8694,Mexico,MX,Tamaulipas,minor,59536,59536
Uriangato,20.1333,-101.1667,Mexico,MX,Guanajuato,minor,59305,59305
Tlaltenango de Sánchez Román,21.7815,-103.3059,Mexico,MX,Zacatecas,minor,58560,58560
Sombrerete,23.6333,-103.6397,Mexico,MX,Zacatecas,minor,58201,21702
Temascalcingo,19.9147,-100.0036,Mexico,MX,México,minor,58169,58169
Acámbaro,20.0361,-100.7314,Mexico,MX,Guanajuato,minor,57972,57972
Cortazar,20.4830,-100.9330,Mexico,MX,Guanajuato,minor,57748,57748
Ciudad Cuauhtémoc,22.1833,-97.8333,Mexico,MX,Veracruz,minor,57646,57646
Jerez de García Salinas,22.6481,-102.9903,Mexico,MX,Zacatecas,minor,57610,57610
Santiago Tuxtla,18.4654,-95.3000,Mexico,MX,Veracruz,minor,57466,57466
Cosamaloapan,18.3667,-95.8000,Mexico,MX,Veracruz,minor,57147,57147
Tezonapa,18.6058,-96.6875,Mexico,MX,Veracruz,minor,56956,56956
Acambay,19.9539,-99.8431,Mexico,MX,México,minor,56847,56847
Amealco,20.1881,-100.1439,Mexico,MX,Querétaro,minor,56457,56457
Actopan,20.2670,-98.9330,Mexico,MX,Hidalgo,,56429,32276
Etchojoa,26.8667,-109.6500,Mexico,MX,Sonora,minor,56129,56129
Nuevo Casas Grandes,30.4167,-107.9167,Mexico,MX,Chihuahua,minor,55553,55553
Jocotitlán,19.7072,-99.7867,Mexico,MX,México,minor,55403,55403
Tequisquiapan,20.5206,-99.8958,Mexico,MX,Querétaro,minor,54929,54929
San José Iturbide,21.0000,-100.3833,Mexico,MX,Guanajuato,minor,54661,54661
Ixhuatlán de Madero,20.6833,-98.0167,Mexico,MX,Veracruz,minor,54132,54132
Progreso,21.2800,-89.6700,Mexico,MX,Yucatán,minor,53958,37369
San Pedro,25.7589,-102.9844,Mexico,MX,Coahuila de Zaragoza,minor,53688,53688
Encarnación de Díaz,21.5167,-102.2333,Mexico,MX,Jalisco,minor,53555,53555
Pijijiapan,15.6867,-93.2092,Mexico,MX,Chiapas,minor,53525,53525
San José Villa de Allende,19.3747,-100.1475,Mexico,MX,México,minor,52641,52641
Acatzingo,18.9817,-97.7822,Mexico,MX,Puebla,minor,52078,52078
Huamantla,19.3133,-97.9228,Mexico,MX,Tlaxcala,minor,51996,51996
Romita,20.8708,-101.5169,Mexico,MX,Guanajuato,minor,51825,51825
Berriozábal,16.7993,-93.2725,Mexico,MX,Chiapas,minor,51722,51722
Zumpango,19.7969,-99.0992,Mexico,MX,México,minor,50742,50742
Francisco I. Madero,25.7753,-103.2731,Mexico,MX,Coahuila de Zaragoza,minor,50084,50084
Tepeapulco,19.7856,-98.5517,Mexico,MX,Hidalgo,minor,49850,49850
Guacharachi,27.1500,-107.3167,Mexico,MX,Chihuahua,,49689,49689
Santa Lucía del Camino,17.0667,-96.6833,Mexico,MX,Oaxaca,,49459,49459
Valladolid,20.6894,-88.2017,Mexico,MX,Yucatán,,48973,48973
Matamoros,25.5330,-103.2500,Mexico,MX,Coahuila de Zaragoza,minor,48511,48511
San Pedro Mixtepec,16.0000,-97.1169,Mexico,MX,Oaxaca,minor,48336,48336
Ramos Arizpe,25.5500,-100.9667,Mexico,MX,Coahuila de Zaragoza,minor,48228,48228
San Buenaventura,19.2641,-99.6746,Mexico,MX,México,,48037,48037
Cuetzalan,20.0333,-97.5167,Mexico,MX,Puebla,minor,47983,47983
Mapastepec,15.4198,-92.9492,Mexico,MX,Chiapas,minor,47932,47932
Santiago Teyahualco,19.6667,-99.1333,Mexico,MX,México,,47547,47547
Calimaya,19.1608,-99.6172,Mexico,MX,México,minor,47033,47033
Tizimín,21.1425,-88.1647,Mexico,MX,Yucatán,minor,46971,46971
Santa Ana Chiautempan,19.3167,-98.1833,Mexico,MX,Tlaxcala,minor,46776,46776
Jocotepec,20.1667,-103.2833,Mexico,MX,Jalisco,minor,46521,46521
San Francisco de los Romo,22.0833,-102.2667,Mexico,MX,Aguascalientes,minor,46454,46454
Tlalmanalco,19.2044,-98.8025,Mexico,MX,México,minor,46130,46130
Villagrán,20.5170,-100.9830,Mexico,MX,Guanajuato,minor,45941,27079
Ciudad Constitución,25.0322,-111.6703,Mexico,MX,Baja California Sur,minor,45888,45888
Cuautepec de Hinojosa,20.1500,-98.4333,Mexico,MX,Hidalgo,minor,45527,45527
Parras de la Fuente,25.4403,-102.1792,Mexico,MX,Coahuila de Zaragoza,minor,45423,33817
Chiapa de Corzo,16.7083,-93.0169,Mexico,MX,Chiapas,minor,45077,45077
Puerto Escondido,15.8619,-97.0672,Mexico,MX,Oaxaca,,45000,25902
Tres Valles,18.2367,-96.1369,Mexico,MX,Veracruz,minor,44978,44978
Petatlán,17.5383,-101.2739,Mexico,MX,Guerrero,minor,44485,44485
Simojovel de Allende,17.1500,-92.7167,Mexico,MX,Chiapas,minor,44295,44295
Zongolica,18.6642,-97.0011,Mexico,MX,Veracruz,minor,43871,43871
Pedro Celestino Negrete,24.7260,-102.9840,Mexico,MX,Durango,,43447,43447
Loreto,22.2667,-101.9833,Mexico,MX,Zacatecas,minor,43411,43411
Actopan,19.5036,-96.6192,Mexico,MX,Veracruz,minor,43388,43388
Hueyapan de Ocampo,18.1500,-95.1500,Mexico,MX,Veracruz,minor,43309,43309
Villa de Zaachila,16.9508,-96.7492,Mexico,MX,Oaxaca,minor,43279,43279
Jesús María,21.9667,-102.3500,Mexico,MX,Aguascalientes,minor,43012,43012
Tepalcatepec,19.1833,-102.8500,Mexico,MX,Michoacán de Ocampo,minor,42879,23842
Atenco,19.5167,-98.9167,Mexico,MX,México,minor,42739,42739
Empalme,27.9617,-110.8125,Mexico,MX,Sonora,minor,42516,42516
Nuevo México,20.7500,-103.4330,Mexico,MX,Jalisco,,42246,42246
Tequila,20.8794,-103.8356,Mexico,MX,Jalisco,minor,42009,42009
Moroleón,20.1333,-101.2000,Mexico,MX,Guanajuato,minor,41909,41909
Ocosingo,16.9072,-92.0961,Mexico,MX,Chiapas,minor,41878,41878
Coyotepec,19.7756,-99.2056,Mexico,MX,Morelos,minor,41810,41810
Jáltipan de Morelos,17.9703,-94.7144,Mexico,MX,Veracruz,minor,41644,41644
Izúcar de Matamoros,18.6000,-98.4667,Mexico,MX,Puebla,minor,41042,41042
Camargo,27.6670,-105.1670,Mexico,MX,Chihuahua,minor,40221,40221
Pénjamo,20.4311,-101.7222,Mexico,MX,Guanajuato,minor,40076,40076
Yecapixtla,18.8833,-98.8650,Mexico,MX,Morelos,minor,39859,39859
Matías Romero,16.8798,-95.0391,Mexico,MX,Oaxaca,,39828,39828
Emiliano Zapata,18.8667,-99.1500,Mexico,MX,Morelos,minor,39702,39702
San Diego de la Unión,21.4656,-100.8736,Mexico,MX,Guanajuato,minor,39663,7116
Uman,20.8833,-89.7500,Mexico,MX,Yucatán,,39611,39611
Villa del Carbón,19.7272,-99.5417,Mexico,MX,México,minor,39587,39587
Apan,19.7000,-98.4333,Mexico,MX,Hidalgo,minor,39247,39247
Playa Vicente,17.8333,-95.8167,Mexico,MX,Veracruz,minor,39205,39205
Galeana,24.8333,-100.0667,Mexico,MX,Nuevo León,minor,38930,38930
Juan Rodríguez Clara,18.0000,-95.4000,Mexico,MX,Veracruz,minor,38895,38895
San Felipe Orizatlán,21.1719,-98.6064,Mexico,MX,Hidalgo,,38472,38472
Zacatelco,19.2167,-98.2333,Mexico,MX,Tlaxcala,minor,38466,38466
Ciudad Manuel Doblado,20.7303,-101.9533,Mexico,MX,Guanajuato,minor,38309,37145
Xico,19.4170,-97.0000,Mexico,MX,Veracruz,minor,38198,38198
Tlapa de Comonfort,17.5461,-98.5764,Mexico,MX,Guerrero,minor,37975,37975
Santiago,25.4333,-100.1333,Mexico,MX,Nuevo León,minor,37886,37886
Tlalixcoyan,18.8031,-96.0611,Mexico,MX,Veracruz,minor,37857,37857
Yajalón,17.1852,-92.3272,Mexico,MX,Chiapas,minor,37833,37833
Mixquiahuala de Juarez,20.2311,-99.2131,Mexico,MX,Hidalgo,,37747,37747
